Liebe Ingo,Liebe N _|_|_,Ingo N Masc|_|Sg,"Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
Liebe Ingo,Liebe N _|_|_,Ingo N Masc|_|Sg,"Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
gehts,gehts N _,"Liebe Ingo , 06.03.2012 wie gehts ist dir ?"
eine Arbeit,eine ART Indef|Fem|Acc|Sg,Arbeit N Fem|Acc|Sg,Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
in Neuburg,in PREP _,Neuburg N Fem|_|Sg,Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
Neue wohnung,Neue ADJA Pos|_|Acc|_|_|,wohnung N _|Acc|_,Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
bei nächste woche,bei PREP Dat,nächste ADJA _|_|_|_|_|,woche N _|_|_,Ich habe eine Arbeit in Neuburg und brauche ich Neue wohnung bei nächste woche 20.03.2012 .
ein Schlafzimmer,ein ART Indef|Neut|Acc|Sg,Schlafzimmer N Neut|Acc|Sg,Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
ein Kinder Zimmer,ein ART Indef|Neut|Acc|Sg,Kinder N Neut|Acc|Sg,Zimmer N Neut|Acc|_,Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
Kinder Zimmer,Kinder N Neut|Acc|Sg,Zimmer N Neut|Acc|_,Ich brauche nur ein Schlafzimmer und ein Kinder Zimmer .
Viele Grüße Katharina,Viele ART Masc|_|Pl,Grüße N Masc|_|Pl,Katharina N Masc|_|Pl,Viele Grüße Katharina
Grüße Katharina,Grüße N Masc|_|Pl,Katharina N Masc|_|Pl,Viele Grüße Katharina
